timestep,mean_reward,std_reward,elapsed_sec
5000,-106.6184967,24.187598210428767,5.501676644998952
10000,-108.25247449999999,6.634056759229807,7.8062666339974385
15000,-125.50250900000003,33.88112760256727,29.515350729008787
20000,-90.585802,20.092744301293205,53.84615638900141
25000,-169.0480938,36.75155440194952,77.60553199400601
30000,-132.6265016,17.191142275344685,98.14666411399958
35000,-151.07544000000001,24.782708252591004,120.6210690500011
40000,-97.51850420000001,17.251215201265147,145.256946324007
45000,-98.1951883,12.06154024890286,165.11049037899647
50000,-49.368959700000005,58.54757755559426,188.41708722499607
55000,-124.48977049999999,12.453304879936779,215.131295647996
60000,-120.5276402,6.740713365034942,234.89458354700764
65000,-102.5459301,21.58673246531889,255.32694785900821
70000,-125.72027270000001,21.414148218842588,280.6521772480046
75000,-97.2188017,8.322038613194774,307.08795100399584
80000,-93.8001195,5.662497378153994,326.7724751210044
85000,-85.0916048,21.11954391616609,348.85468228800164
90000,-93.2413718,20.778758392286406,370.46558782200736
95000,40.595563600000006,87.30050745539444,395.55626778199803
100000,-13.1355286,64.6015691692607,420.24577018299897
105000,107.9186299,115.8142482565067,444.70947776500543
110000,119.8185608,51.076223778010394,470.56327632100147
115000,223.4864455,38.559696310044714,496.5943922090082
120000,240.78813099999996,5.519546919900238,522.6594428079989
125000,225.3420164,49.41196395828329,548.4876447410061
130000,122.16566700000001,140.91895162987697,572.4559106899978
135000,255.7962294,53.51139918502595,598.295084671001
140000,258.308997,5.481297926816957,624.3625956790056
145000,280.77461630000005,2.1338459647921595,649.6102215700084
150000,215.04991720000004,75.73083497466715,675.3359248009947
155000,276.1211597,1.564049534797865,701.0380793680088
160000,283.23218339999994,2.11365560860034,726.3062076329952
165000,284.4033026999999,1.4951301260416174,751.8671186900028
170000,283.2267963,1.7441201767854755,776.6799520519999
175000,282.7786503,1.3337930078491955,801.812037939002
180000,283.92323039999997,2.144161536818686,826.8465102250047
185000,285.080665,1.7912005434689364,852.0264243599959
190000,230.06512909999998,109.35644916055148,876.1650905580027
195000,284.6980674,1.8374910973579826,900.8989984460059
200000,286.8332045,0.8086250214853906,925.5072183779994
205000,254.6901339,117.01583935432046,949.0958478039975
210000,276.8043992,54.915051291593414,972.7127764040051
215000,292.4271291,1.1657688027492792,996.9196179599967
220000,262.71597230000003,105.80685560975441,1020.4394933570002
225000,293.8360412,0.8423140826368585,1044.6084291900042
230000,265.283457,90.5913482693335,1068.2213528349967
235000,295.41962299999994,1.803635818074921,1091.7331093460089
240000,299.86358120000006,1.5368623491893971,1115.3129369439994
245000,299.5091767,1.6609835577552854,1138.596544139
250000,260.3797879,117.48932825712556,1161.5403718050075
255000,302.3364728,1.312934290224441,1185.129717903008
260000,298.57975250000004,1.3593619588363781,1208.904757147
265000,232.31107159999996,133.45511380641125,1231.688805865997
270000,303.33642219999996,2.1520941835385368,1255.2561282440001
275000,297.91852370000004,1.9420259989133024,1278.604182694995
280000,273.5318986,90.3753651665361,1301.3816468669975
285000,302.7730859,2.2059855958967955,1324.7359717329964
290000,305.8798078,2.122048945302381,1348.091996675008
295000,302.0232955,1.2109167486657637,1371.1564841759973
300000,251.27205740000005,118.73263022705444,1393.8960948800086
305000,305.8145506,0.6027649238219082,1416.9069960160123
310000,270.42735369999997,101.21970947404427,1439.5951215660025
315000,273.93881079999994,98.30477265068222,1462.1295070940105
320000,304.67393379999993,0.9976181572825122,1485.001144467009
325000,226.9233839,104.42904405301957,1507.1229755459935
330000,310.3594431,1.0365686184561511,1530.0534911249997
335000,268.20756059999997,119.48519519756549,1552.420930629014
340000,302.79144099999996,0.9045308075871149,1575.3805221260118
345000,267.8440646,119.12296560513913,1597.9718074190023
350000,310.0783073,1.018292419816038,1621.8733221990115
355000,265.96144760000004,120.07548017828083,1644.5367954870162
360000,303.6971515,0.740271457273783,1667.8021358489932
365000,266.55130900000006,59.11684859841898,1690.7043338789954
370000,308.54509310000003,0.8508042124386102,1713.9002896989987
375000,293.59435629999996,38.79553352249845,1736.892168574006
380000,237.53344740000003,142.6997763578454,1759.1840839610086
385000,310.89992129999996,0.659998415505837,1782.2401737039909
390000,294.55495210000004,44.89456228279895,1805.2430129490094
395000,275.2244824,104.33851726743693,1828.4756767610088
400000,268.93967280000004,120.92398132264775,1850.8175042619987
